Estimate Status,Year,Species,Sub_group,Total_catch_(A+B1+B2),PSE
FINAL,2017,HERRINGS,HERRINGS,1169597,37
FINAL,2017,JACKS,BLUE RUNNER,43419,68
FINAL,2017,JACKS,CREVALLE JACK,168673,98.6
FINAL,2017,JACKS,FLORIDA POMPANO,2412104,36.6
FINAL,2017,JACKS,GREATER AMBERJACK,12882,24.2
FINAL,2017,JACKS,OTHER JACKS,86571,77.4
FINAL,2017,MULLETS,MULLETS,5798258,49.5
FINAL,2017,OTHER FISHES,OTHER FISHES,4285347,37
FINAL,2017,PORGIES,OTHER PORGIES,25199,58.5
FINAL,2017,PORGIES,PINFISHES,14743649,16.1
FINAL,2017,PORGIES,RED PORGY,41868,77.2
FINAL,2017,PORGIES,SCUP,359,79.2
FINAL,2017,PORGIES,SHEEPSHEAD,1193321,18.8
FINAL,2017,PUFFERS,PUFFERS,2806098,29
FINAL,2017,SEA BASSES,BLACK SEA BASS,6507425,13.6
FINAL,2017,SEA BASSES,EPINEPHELUS GROUPERS,546,40.4
FINAL,2017,SEA BASSES,MYCTEROPERCA GROUPERS,21520,32.5
FINAL,2017,SEA BASSES,OTHER SEA BASSES,65097,28.4
FINAL,2017,SEAROBINS,SEAROBINS,243372,26.6
FINAL,2017,SNAPPERS,OTHER SNAPPERS,179,62.8
FINAL,2017,SNAPPERS,RED SNAPPER,3270,52
FINAL,2017,SNAPPERS,VERMILION SNAPPER,63457,37.9
FINAL,2017,TEMPERATE BASSES,STRIPED BASS,3764650,25.6
FINAL,2017,TEMPERATE BASSES,WHITE PERCH,504938,58.8
FINAL,2017,TOADFISHES,TOADFISHES,271066,18.6
FINAL,2017,TRIGGERFISHES/FILEFISHES,TRIGGERFISHES/FILEFISHES,270731,26.8
FINAL,2017,TUNAS AND MACKERELS,KING MACKEREL,204994,19.9
FINAL,2017,TUNAS AND MACKERELS,LITTLE TUNNY/ATLANTIC BONITO,158861,18.3
FINAL,2017,TUNAS AND MACKERELS,OTHER TUNAS/MACKERELS,289811,15.5
FINAL,2017,TUNAS AND MACKERELS,SPANISH MACKEREL,1683767,17.2
FINAL,2017,WRASSES,OTHER WRASSES,3681,96.2
FINAL,2017,WRASSES,TAUTOG,29980,77.5
FINAL,2018,BARRACUDAS,BARRACUDAS,25817,43.3
FINAL,2018,BLUEFISH,BLUEFISH,11216797,12.1
FINAL,2018,CARTILAGINOUS FISHES,DOGFISH SHARKS,244727,60.5
FINAL,2018,CARTILAGINOUS FISHES,OTHER SHARKS,1138307,15.9
FINAL,2018,CARTILAGINOUS FISHES,SKATES/RAYS,1492071,15.6
FINAL,2018,CATFISHES,FRESHWATER CATFISHES,54045,30.5
FINAL,2018,CODS AND HAKES,OTHER CODS/HAKES,561,66.2
FINAL,2018,DOLPHINS,DOLPHINS,523408,14.9
FINAL,2018,DRUMS,ATLANTIC CROAKER,4784286,12
FINAL,2018,DRUMS,BLACK DRUM,1585479,19.9
FINAL,2018,DRUMS,KINGFISHES,3912073,14
FINAL,2018,DRUMS,OTHER DRUM,7647,62
FINAL,2018,DRUMS,RED DRUM,2028837,13.4
FINAL,2018,DRUMS,SILVER PERCH,91316,36.2
FINAL,2018,DRUMS,SPOT,4131028,15.6
FINAL,2018,DRUMS,SPOTTED SEATROUT,15687829,43.1
FINAL,2018,DRUMS,WEAKFISH,330431,47.2
FINAL,2018,EELS,EELS,22729,38.1
FINAL,2018,FLOUNDERS,GULF FLOUNDER,9685,43.2
FINAL,2018,FLOUNDERS,OTHER FLOUNDERS,1541214,11.1
FINAL,2018,FLOUNDERS,SOUTHERN FLOUNDER,217805,19.3
FINAL,2018,FLOUNDERS,SUMMER FLOUNDER,57913,25.6
FINAL,2018,GRUNTS,OTHER GRUNTS,25918,50.6
FINAL,2018,GRUNTS,PIGFISH,1803233,12.8
FINAL,2018,GRUNTS,WHITE GRUNT,18037,25.4
FINAL,2018,HERRINGS,HERRINGS,1646351,28.5
FINAL,2018,JACKS,BLUE RUNNER,88760,70.7
FINAL,2018,JACKS,CREVALLE JACK,8268,59.7
FINAL,2018,JACKS,FLORIDA POMPANO,1586207,19.8
FINAL,2018,JACKS,GREATER AMBERJACK,13985,37.3
FINAL,2018,JACKS,OTHER JACKS,143792,37.9
FINAL,2018,MULLETS,MULLETS,1901104,26.6
FINAL,2018,OTHER FISHES,OTHER FISHES,2479745,10.4
FINAL,2018,PORGIES,OTHER PORGIES,3785,43.8
FINAL,2018,PORGIES,PINFISHES,10578174,9.9
FINAL,2018,PORGIES,RED PORGY,2215,41.1
FINAL,2018,PORGIES,SCUP,349,49.6
FINAL,2018,PORGIES,SHEEPSHEAD,868739,13.9
FINAL,2018,PUFFERS,PUFFERS,860601,24.5
FINAL,2018,SEA BASSES,BLACK SEA BASS,2309953,16.4
FINAL,2018,SEA BASSES,EPINEPHELUS GROUPERS,3272,54.2
FINAL,2018,SEA BASSES,MYCTEROPERCA GROUPERS,1577,52.9
FINAL,2018,SEA BASSES,OTHER SEA BASSES,29451,51.6
FINAL,2018,SEAROBINS,SEAROBINS,123149,33.5
FINAL,2018,SNAPPERS,OTHER SNAPPERS,64,87.1
FINAL,2018,SNAPPERS,RED SNAPPER,840,43.3
FINAL,2018,SNAPPERS,VERMILION SNAPPER,34625,27.9
FINAL,2018,TEMPERATE BASSES,STRIPED BASS,2027823,36.9
FINAL,2018,TEMPERATE BASSES,WHITE PERCH,82597,38.2
FINAL,2018,TOADFISHES,TOADFISHES,249863,21
FINAL,2018,TRIGGERFISHES/FILEFISHES,TRIGGERFISHES/FILEFISHES,99260,24.5
FINAL,2018,TUNAS AND MACKERELS,ATLANTIC MACKEREL,23083,95.1
FINAL,2018,TUNAS AND MACKERELS,KING MACKEREL,178289,17.7
FINAL,2018,TUNAS AND MACKERELS,LITTLE TUNNY/ATLANTIC BONITO,158608,25.6
FINAL,2018,TUNAS AND MACKERELS,OTHER TUNAS/MACKERELS,142886,16.4
FINAL,2018,TUNAS AND MACKERELS,SPANISH MACKEREL,2032307,16.7
FINAL,2018,WRASSES,OTHER WRASSES,69,100
FINAL,2018,WRASSES,TAUTOG,3836,42.1
FINAL,2019,BARRACUDAS,BARRACUDAS,32361,41.2
FINAL,2019,BLUEFISH,BLUEFISH,9915020,17.1
FINAL,2019,CARTILAGINOUS FISHES,DOGFISH SHARKS,286777,36.1
FINAL,2019,CARTILAGINOUS FISHES,OTHER SHARKS,925852,13.1
FINAL,2019,CARTILAGINOUS FISHES,SKATES/RAYS,1447421,17.2
FINAL,2019,CATFISHES,FRESHWATER CATFISHES,38346,27.4
FINAL,2019,CODS AND HAKES,OTHER CODS/HAKES,9665,76.1
FINAL,2019,CODS AND HAKES,RED HAKE,58,95.3
FINAL,2019,DOLPHINS,DOLPHINS,493372,17.9
FINAL,2019,DRUMS,ATLANTIC CROAKER,4285479,10.3
FINAL,2019,DRUMS,BLACK DRUM,913150,14.2
FINAL,2019,DRUMS,KINGFISHES,7522641,15.6
FINAL,2019,DRUMS,OTHER DRUM,52757,50.4
FINAL,2019,DRUMS,RED DRUM,3073787,16.8
FINAL,2019,DRUMS,SILVER PERCH,277313,26.8
FINAL,2019,DRUMS,SPOT,5179004,19.5
FINAL,2019,DRUMS,SPOTTED SEATROUT,9098433,10
FINAL,2019,DRUMS,WEAKFISH,283703,20
FINAL,2019,EELS,EELS,8071,81.8
FINAL,2019,FLOUNDERS,GULF FLOUNDER,13239,55.6
FINAL,2019,FLOUNDERS,OTHER FLOUNDERS,2132989,14.1
FINAL,2019,FLOUNDERS,SOUTHERN FLOUNDER,163457,19
FINAL,2019,FLOUNDERS,SUMMER FLOUNDER,36364,30.6
FINAL,2019,GRUNTS,OTHER GRUNTS,52295,46.4
FINAL,2019,GRUNTS,PIGFISH,2071299,24.6
FINAL,2019,GRUNTS,WHITE GRUNT,130102,40
FINAL,2019,HERRINGS,HERRINGS,1055681,25
FINAL,2019,JACKS,BLUE RUNNER,20244,71
FINAL,2019,JACKS,CREVALLE JACK,20229,40.2
FINAL,2019,JACKS,FLORIDA POMPANO,3403539,30.8
FINAL,2019,JACKS,GREATER AMBERJACK,9216,32.5
FINAL,2019,JACKS,OTHER JACKS,114217,48.3
FINAL,2019,MULLETS,MULLETS,1929974,18.2
FINAL,2019,OTHER FISHES,OTHER FISHES,2605176,8.3
FINAL,2019,PORGIES,OTHER PORGIES,23015,34.7
FINAL,2019,PORGIES,PINFISHES,10229371,10.2
FINAL,2019,PORGIES,RED PORGY,3826,36.5
FINAL,2019,PORGIES,SCUP,2016,66.7
FINAL,2019,PORGIES,SHEEPSHEAD,533898,17.8
FINAL,2019,PUFFERS,PUFFERS,5060911,16.6
FINAL,2019,SEA BASSES,BLACK SEA BASS,2954989,17.3
FINAL,2019,SEA BASSES,EPINEPHELUS GROUPERS,1340,43
FINAL,2019,SEA BASSES,MYCTEROPERCA GROUPERS,20941,34.8
FINAL,2019,SEA BASSES,OTHER SEA BASSES,121707,35.2
FINAL,2019,SEAROBINS,SEAROBINS,251223,24.4
FINAL,2019,SNAPPERS,OTHER SNAPPERS,810,68.5
FINAL,2019,SNAPPERS,RED SNAPPER,7827,81.6
FINAL,2019,SNAPPERS,VERMILION SNAPPER,88957,28.6
FINAL,2019,TEMPERATE BASSES,STRIPED BASS,854535,22.4
FINAL,2019,TEMPERATE BASSES,WHITE PERCH,122270,35.3
FINAL,2019,TOADFISHES,TOADFISHES,272782,23.7
FINAL,2019,TRIGGERFISHES/FILEFISHES,TRIGGERFISHES/FILEFISHES,170989,35.5
FINAL,2019,TUNAS AND MACKERELS,KING MACKEREL,300312,21.8
FINAL,2019,TUNAS AND MACKERELS,LITTLE TUNNY/ATLANTIC BONITO,107565,21.6
FINAL,2019,TUNAS AND MACKERELS,OTHER TUNAS/MACKERELS,216512,15.9
FINAL,2019,TUNAS AND MACKERELS,SPANISH MACKEREL,2819257,14.6
FINAL,2019,WRASSES,OTHER WRASSES,1939,70
FINAL,2019,WRASSES,TAUTOG,4148,50
FINAL,2020,BARRACUDAS,BARRACUDAS,23417,28.5
FINAL,2020,BLUEFISH,BLUEFISH,8666047,15.7
FINAL,2020,CARTILAGINOUS FISHES,DOGFISH SHARKS,536330,44.3
FINAL,2020,CARTILAGINOUS FISHES,OTHER SHARKS,838706,12.6
FINAL,2020,CARTILAGINOUS FISHES,SKATES/RAYS,1589385,19.1
FINAL,2020,CATFISHES,FRESHWATER CATFISHES,59969,24.9
FINAL,2020,CODS AND HAKES,OTHER CODS/HAKES,4554,73.2
FINAL,2020,CODS AND HAKES,RED HAKE,32,99.1
FINAL,2020,DOLPHINS,DOLPHINS,289274,18.4
FINAL,2020,DRUMS,ATLANTIC CROAKER,6233982,12.3
FINAL,2020,DRUMS,BLACK DRUM,917677,14.9
FINAL,2020,DRUMS,KINGFISHES,7326129,10.8
FINAL,2020,DRUMS,OTHER DRUM,114221,43.5
FINAL,2020,DRUMS,RED DRUM,3099569,11.3
FINAL,2020,DRUMS,SILVER PERCH,106399,27
FINAL,2020,DRUMS,SPOT,2594189,13.1
FINAL,2020,DRUMS,SPOTTED SEATROUT,8208926,8.7
FINAL,2020,DRUMS,WEAKFISH,424138,20.5
FINAL,2020,EELS,EELS,16439,39.7
FINAL,2020,FLOUNDERS,GULF FLOUNDER,11959,60.2
FINAL,2020,FLOUNDERS,OTHER FLOUNDERS,2588499,13.2
FINAL,2020,FLOUNDERS,SOUTHERN FLOUNDER,155010,18.7
FINAL,2020,FLOUNDERS,SUMMER FLOUNDER,25251,30.7
FINAL,2020,GRUNTS,OTHER GRUNTS,36067,37
FINAL,2020,GRUNTS,PIGFISH,1310372,13.7
FINAL,2020,GRUNTS,WHITE GRUNT,86198,34.5
FINAL,2020,HERRINGS,HERRINGS,1088244,20.2
FINAL,2020,JACKS,BLUE RUNNER,33854,39.7
FINAL,2020,JACKS,CREVALLE JACK,145394,61.1
FINAL,2020,JACKS,FLORIDA POMPANO,1273930,22.1
FINAL,2020,JACKS,GREATER AMBERJACK,23040,28
FINAL,2020,JACKS,OTHER JACKS,125860,35.7
FINAL,2020,MULLETS,MULLETS,1476484,17.2
FINAL,2020,OTHER FISHES,OTHER FISHES,3913785,14.5
FINAL,2020,PORGIES,OTHER PORGIES,5955,39.5
FINAL,2020,PORGIES,PINFISHES,7926270,11.3
FINAL,2020,PORGIES,RED PORGY,4519,38.5
FINAL,2020,PORGIES,SCUP,1284,46
FINAL,2020,PORGIES,SHEEPSHEAD,765531,16
FINAL,2020,PUFFERS,PUFFERS,2562632,14.5
FINAL,2020,SEA BASSES,BLACK SEA BASS,2572018,10.5
FINAL,2020,SEA BASSES,EPINEPHELUS GROUPERS,10823,35.7
FINAL,2020,SEA BASSES,MYCTEROPERCA GROUPERS,21394,31.2
FINAL,2020,SEA BASSES,OTHER SEA BASSES,246159,43.5
FINAL,2020,SEAROBINS,SEAROBINS,219633,23
FINAL,2020,SNAPPERS,OTHER SNAPPERS,163,59.9
FINAL,2020,SNAPPERS,RED SNAPPER,22269,46.2
FINAL,2020,SNAPPERS,VERMILION SNAPPER,131829,30.8
FINAL,2020,TEMPERATE BASSES,STRIPED BASS,971484,49.4
FINAL,2020,TEMPERATE BASSES,WHITE PERCH,18682,40.2
FINAL,2020,TOADFISHES,TOADFISHES,202337,23.8
FINAL,2020,TRIGGERFISHES/FILEFISHES,TRIGGERFISHES/FILEFISHES,120286,20.8
FINAL,2020,TUNAS AND MACKERELS,KING MACKEREL,217303,17.1
FINAL,2020,TUNAS AND MACKERELS,LITTLE TUNNY/ATLANTIC BONITO,264463,17.7
FINAL,2020,TUNAS AND MACKERELS,OTHER TUNAS/MACKERELS,292782,15.6
FINAL,2020,TUNAS AND MACKERELS,SPANISH MACKEREL,2553341,14.9
FINAL,2020,WRASSES,OTHER WRASSES,2113,76.9
FINAL,2020,WRASSES,TAUTOG,1210,61.2
FINAL,2021,BARRACUDAS,BARRACUDAS,24780,42.1
FINAL,2021,BLUEFISH,BLUEFISH,4521722,17.7
FINAL,2021,CARTILAGINOUS FISHES,DOGFISH SHARKS,463956,80.6
FINAL,2021,CARTILAGINOUS FISHES,OTHER SHARKS,1144040,16
FINAL,2021,CARTILAGINOUS FISHES,SKATES/RAYS,1277951,24.8
FINAL,2021,CATFISHES,FRESHWATER CATFISHES,36504,34.4
FINAL,2021,CODS AND HAKES,OTHER CODS/HAKES,92,101.3
FINAL,2021,DOLPHINS,DOLPHINS,293145,16.9
FINAL,2021,DRUMS,ATLANTIC CROAKER,10605580,10.7
FINAL,2021,DRUMS,BLACK DRUM,802575,24.8
FINAL,2021,DRUMS,KINGFISHES,14019060,21.3
FINAL,2021,DRUMS,OTHER DRUM,59758,42
FINAL,2021,DRUMS,RED DRUM,2871033,16.9
FINAL,2021,DRUMS,SILVER PERCH,291637,50.7
FINAL,2021,DRUMS,SPOT,3556647,14.7
FINAL,2021,DRUMS,SPOTTED SEATROUT,7508121,16.4
FINAL,2021,DRUMS,WEAKFISH,1119672,23
FINAL,2021,EELS,EELS,8618,35
FINAL,2021,FLOUNDERS,GULF FLOUNDER,2170,95.8
FINAL,2021,FLOUNDERS,OTHER FLOUNDERS,3208019,15.2
FINAL,2021,FLOUNDERS,SOUTHERN FLOUNDER,266421,38
FINAL,2021,FLOUNDERS,SUMMER FLOUNDER,13863,37.3
FINAL,2021,GRUNTS,OTHER GRUNTS,221122,30.9
FINAL,2021,GRUNTS,PIGFISH,1451015,13.5
FINAL,2021,GRUNTS,WHITE GRUNT,35659,30
FINAL,2021,HERRINGS,HERRINGS,847683,28
FINAL,2021,JACKS,BLUE RUNNER,1172,65.3
FINAL,2021,JACKS,CREVALLE JACK,410,95.7
FINAL,2021,JACKS,FLORIDA POMPANO,1501457,22.3
FINAL,2021,JACKS,GREATER AMBERJACK,12247,23.2
FINAL,2021,JACKS,OTHER JACKS,136516,44.8
FINAL,2021,MULLETS,MULLETS,2655064,35.5
FINAL,2021,OTHER FISHES,OTHER FISHES,4039024,8.8
FINAL,2021,PORGIES,OTHER PORGIES,26602,84.4
FINAL,2021,PORGIES,PINFISHES,9023155,10.3
FINAL,2021,PORGIES,RED PORGY,61237,26.5
FINAL,2021,PORGIES,SCUP,2961,64.4
FINAL,2021,PORGIES,SHEEPSHEAD,1197620,13.1
FINAL,2021,PUFFERS,PUFFERS,1893018,13.3
FINAL,2021,SEA BASSES,BLACK SEA BASS,2223514,10.7
FINAL,2021,SEA BASSES,EPINEPHELUS GROUPERS,3185,71.6
FINAL,2021,SEA BASSES,MYCTEROPERCA GROUPERS,37357,17.2
FINAL,2021,SEA BASSES,OTHER SEA BASSES,377590,65.1
FINAL,2021,SEAROBINS,SEAROBINS,372416,17.9
FINAL,2021,SNAPPERS,RED SNAPPER,25655,27.4
FINAL,2021,SNAPPERS,VERMILION SNAPPER,120062,22.7
FINAL,2021,TEMPERATE BASSES,STRIPED BASS,343608,25.5
FINAL,2021,TEMPERATE BASSES,WHITE PERCH,121637,35.2
FINAL,2021,TOADFISHES,TOADFISHES,216857,18.9
FINAL,2021,TRIGGERFISHES/FILEFISHES,TRIGGERFISHES/FILEFISHES,107178,23.7
FINAL,2021,TUNAS AND MACKERELS,KING MACKEREL,82243,14.7
FINAL,2021,TUNAS AND MACKERELS,LITTLE TUNNY/ATLANTIC BONITO,69884,17.9
FINAL,2021,TUNAS AND MACKERELS,OTHER TUNAS/MACKERELS,111569,12.2
FINAL,2021,TUNAS AND MACKERELS,SPANISH MACKEREL,2607454,12.2
FINAL,2021,WRASSES,OTHER WRASSES,9329,95.6
FINAL,2021,WRASSES,TAUTOG,7808,59
PRELIMINARY,2022,BARRACUDAS,BARRACUDAS,5288,26.6
PRELIMINARY,2022,BLUEFISH,BLUEFISH,5162839,10.5
PRELIMINARY,2022,CARTILAGINOUS FISHES,DOGFISH SHARKS,47710,42.7
PRELIMINARY,2022,CARTILAGINOUS FISHES,OTHER SHARKS,657083,14.2
PRELIMINARY,2022,CARTILAGINOUS FISHES,SKATES/RAYS,1014796,19.4
PRELIMINARY,2022,CATFISHES,FRESHWATER CATFISHES,43059,31.5
PRELIMINARY,2022,CODS AND HAKES,POLLOCK,15,101.9
PRELIMINARY,2022,DOLPHINS,DOLPHINS,128468,23.8
PRELIMINARY,2022,DRUMS,ATLANTIC CROAKER,7259275,15.3
PRELIMINARY,2022,DRUMS,BLACK DRUM,393863,23
PRELIMINARY,2022,DRUMS,KINGFISHES,6665676,13
PRELIMINARY,2022,DRUMS,OTHER DRUM,18224,62
PRELIMINARY,2022,DRUMS,RED DRUM,1812798,13.5
PRELIMINARY,2022,DRUMS,SILVER PERCH,65280,43.2
PRELIMINARY,2022,DRUMS,SPOT,2372267,21.1
PRELIMINARY,2022,DRUMS,SPOTTED SEATROUT,5164633,15.2
PRELIMINARY,2022,DRUMS,WEAKFISH,726292,22.3
PRELIMINARY,2022,EELS,EELS,15424,51.1
PRELIMINARY,2022,FLOUNDERS,GULF FLOUNDER,8462,61.9
PRELIMINARY,2022,FLOUNDERS,OTHER FLOUNDERS,2678916,16.5
PRELIMINARY,2022,FLOUNDERS,SOUTHERN FLOUNDER,66711,25.8
PRELIMINARY,2022,FLOUNDERS,SUMMER FLOUNDER,9448,34
PRELIMINARY,2022,GRUNTS,OTHER GRUNTS,134121,48.1
PRELIMINARY,2022,GRUNTS,PIGFISH,2167980,22.3
PRELIMINARY,2022,GRUNTS,WHITE GRUNT,65163,37.3
PRELIMINARY,2022,HERRINGS,HERRINGS,1710863,42.6
PRELIMINARY,2022,JACKS,BLUE RUNNER,70250,97.9
PRELIMINARY,2022,JACKS,CREVALLE JACK,6482,92.3
PRELIMINARY,2022,JACKS,FLORIDA POMPANO,1909776,26.8
PRELIMINARY,2022,JACKS,GREATER AMBERJACK,8939,30.9
PRELIMINARY,2022,JACKS,OTHER JACKS,93602,36.1
PRELIMINARY,2022,MULLETS,MULLETS,697813,23.8
PRELIMINARY,2022,OTHER FISHES,OTHER FISHES,2630017,9.8
PRELIMINARY,2022,PORGIES,OTHER PORGIES,2674,59
PRELIMINARY,2022,PORGIES,PINFISHES,9209218,13.4
PRELIMINARY,2022,PORGIES,RED PORGY,4448,70.8
PRELIMINARY,2022,PORGIES,SCUP,5867,51.6
PRELIMINARY,2022,PORGIES,SHEEPSHEAD,663404,14
PRELIMINARY,2022,PUFFERS,PUFFERS,1804079,15
PRELIMINARY,2022,SEA BASSES,BLACK SEA BASS,3752368,20.3
PRELIMINARY,2022,SEA BASSES,EPINEPHELUS GROUPERS,8686,60.6
PRELIMINARY,2022,SEA BASSES,MYCTEROPERCA GROUPERS,33701,45.7
PRELIMINARY,2022,SEA BASSES,OTHER SEA BASSES,73734,49.4
PRELIMINARY,2022,SEAROBINS,SEAROBINS,158021,36
PRELIMINARY,2022,SNAPPERS,RED SNAPPER,46302,56.3
PRELIMINARY,2022,SNAPPERS,VERMILION SNAPPER,65115,24.2
PRELIMINARY,2022,TEMPERATE BASSES,STRIPED BASS,261380,40.4
PRELIMINARY,2022,TEMPERATE BASSES,WHITE PERCH,73086,43.1
PRELIMINARY,2022,TOADFISHES,TOADFISHES,258100,21.6
PRELIMINARY,2022,TRIGGERFISHES/FILEFISHES,TRIGGERFISHES/FILEFISHES,55575,27.8
PRELIMINARY,2022,TUNAS AND MACKERELS,ATLANTIC MACKEREL,18,102.2
PRELIMINARY,2022,TUNAS AND MACKERELS,KING MACKEREL,50700,25.3
PRELIMINARY,2022,TUNAS AND MACKERELS,LITTLE TUNNY/ATLANTIC BONITO,145951,31.9
PRELIMINARY,2022,TUNAS AND MACKERELS,OTHER TUNAS/MACKERELS,108762,15.3
PRELIMINARY,2022,TUNAS AND MACKERELS,SPANISH MACKEREL,3395904,17.4
PRELIMINARY,2022,WRASSES,OTHER WRASSES,34,99.5
PRELIMINARY,2022,WRASSES,TAUTOG,223,87.9
