Estimate_status,Year,Species_group,Sub_group,Total_harvest_(A+B1),PSE,Total_weight_lb,PSE,Total_weight_kg,PSE
FINAL,1997,GRUNTS,WHITE GRUNT,47047,42.2,76137,48.8,34536,48.8
FINAL,1997,HERRINGS,HERRINGS,92852,67.4,13777,58.4,6249,58.4
FINAL,1997,JACKS,BLUE RUNNER,152,99.6,1027,99.6,466,99.6
FINAL,1997,JACKS,CREVALLE JACK,21453,69.4,30419,77,13798,77
FINAL,1997,JACKS,FLORIDA POMPANO,191428,21.7,106688,21.7,48393,21.7
FINAL,1997,JACKS,GREATER AMBERJACK,3179,51.8,105041,55.7,47646,55.7
FINAL,1997,JACKS,OTHER JACKS,29207,58.2,49555,77.3,22478,77.3
FINAL,1997,MULLETS,MULLETS,92625,68.4,172681,82.4,78328,82.4
FINAL,1997,OTHER FISHES,OTHER FISHES,52376,29.7,295904,23.9,134221,23.9
FINAL,1997,PORGIES,OTHER PORGIES,35606,49.2,58443,48.4,26510,48.4
FINAL,1997,PORGIES,PINFISHES,1461235,24,399159,25.4,181057,25.4
FINAL,1997,PORGIES,RED PORGY,17157,44.9,25098,46.6,11384,46.6
FINAL,1997,PORGIES,SCUP,5027,57.2,4605,52.9,2089,52.9
FINAL,1997,PORGIES,SHEEPSHEAD,209662,37.8,308381,32.5,139881,32.5
FINAL,1997,PUFFERS,PUFFERS,299372,22.8,192703,28.4,87410,28.4
FINAL,1997,SEA BASSES,BLACK SEA BASS,284163,23.2,247815,23.1,112408,23.1
FINAL,1997,SEA BASSES,EPINEPHELUS GROUPERS,10312,66.6,40544,66.9,18391,66.9
FINAL,1997,SEA BASSES,MYCTEROPERCA GROUPERS,11786,65.2,123240,62.3,55901,62.3
FINAL,1997,SEA BASSES,OTHER SEA BASSES,4033,44,11811,84.8,5358,84.8
FINAL,1997,SEAROBINS,SEAROBINS,9184,54,1187,51,538,51
FINAL,1997,SNAPPERS,GRAY SNAPPER,137,102.1,61,102.1,28,102.1
FINAL,1997,SNAPPERS,OTHER SNAPPERS,534,98.6,757,98.6,343,98.6
FINAL,1997,SNAPPERS,VERMILION SNAPPER,39652,39.8,47262,41.1,21438,41.1
FINAL,1997,TEMPERATE BASSES,STRIPED BASS,156233,23.8,1294522,20.9,587191,20.9
FINAL,1997,TEMPERATE BASSES,WHITE PERCH,4251,91.9,1279,88.5,580,88.5
FINAL,1997,TOADFISHES,TOADFISHES,13085,78.2,9113,85.7,4134,85.7
FINAL,1997,TRIGGERFISHES/FILEFISHES,TRIGGERFISHES/FILEFISHES,35010,42,76923,41.5,34892,41.5
FINAL,1997,TUNAS AND MACKERELS,ATLANTIC MACKEREL,1608,95.7,1789,95.7,811,95.7
FINAL,1997,TUNAS AND MACKERELS,KING MACKEREL,206601,13.1,1797936,14.4,815539,14.4
FINAL,1997,TUNAS AND MACKERELS,LITTLE TUNNY/ATLANTIC BONITO,31786,20.4,222310,20.1,100839,20.1
FINAL,1997,TUNAS AND MACKERELS,OTHER TUNAS/MACKERELS,201144,15.4,5111601,14.2,2318607,14.2
FINAL,1997,TUNAS AND MACKERELS,SPANISH MACKEREL,956589,12.5,1444907,13.1,655405,13.1
FINAL,1997,WRASSES,OTHER WRASSES,203,100.1,1146,100.1,520,100.1
FINAL,1997,WRASSES,TAUTOG,15008,47.3,80486,56.5,36508,56.5
FINAL,1998,BARRACUDAS,BARRACUDAS,1650,37,20126,32.5,9129,32.5
FINAL,1998,BLUEFISH,BLUEFISH,1530106,13.4,1888463,15.1,856601,15.1
FINAL,1998,CARTILAGINOUS FISHES,DOGFISH SHARKS,3373,53,22939,54.6,10405,54.6
FINAL,1998,CARTILAGINOUS FISHES,OTHER SHARKS,18580,31.7,61309,28.9,27810,28.9
FINAL,1998,CARTILAGINOUS FISHES,SKATES/RAYS,2771,65.2,0,.,0,.
FINAL,1998,CATFISHES,FRESHWATER CATFISHES,1859,70.8,3257,71.7,1477,71.7
FINAL,1998,DOLPHINS,DOLPHINS,241733,18.6,1792198,19.6,812936,19.6
FINAL,1998,DRUMS,ATLANTIC CROAKER,865487,14,376255,14.8,170668,14.8
FINAL,1998,DRUMS,BLACK DRUM,105349,22.2,164280,21.9,74517,21.9
FINAL,1998,DRUMS,KINGFISHES,887493,13.9,543576,13.9,246564,13.9
FINAL,1998,DRUMS,OTHER DRUM,40696,64.8,0,.,0,.
FINAL,1998,DRUMS,RED DRUM,164693,15.3,843571,16.2,382641,16.2
FINAL,1998,DRUMS,SILVER PERCH,175440,29.5,46470,27.5,21079,27.5
FINAL,1998,DRUMS,SPOT,11797824,29.8,4596119,29.4,2084786,29.4
FINAL,1998,DRUMS,SPOTTED SEATROUT,702274,16.8,1125898,18.3,510704,18.3
FINAL,1998,DRUMS,WEAKFISH,450645,21.8,487884,25.3,221303,25.3
FINAL,1998,FLOUNDERS,OTHER FLOUNDERS,46564,28.8,38246,29.2,17348,29.2
FINAL,1998,FLOUNDERS,SOUTHERN FLOUNDER,96124,18.4,205569,20.1,93246,20.1
FINAL,1998,FLOUNDERS,SUMMER FLOUNDER,599776,13.1,780861,13.3,354196,13.3
FINAL,1998,GRUNTS,OTHER GRUNTS,3055,62,1475,62.6,669,62.6
FINAL,1998,GRUNTS,PIGFISH,1105932,17.8,417500,20.6,189377,20.6
FINAL,1998,GRUNTS,WHITE GRUNT,21867,55,35638,63.8,16165,63.8
FINAL,1998,HERRINGS,HERRINGS,7293,64.9,1648,62,747,62
FINAL,1998,JACKS,BLUE RUNNER,388,81.8,2641,81.5,1198,81.5
FINAL,1998,JACKS,CREVALLE JACK,534,76.8,614,68.8,278,68.8
FINAL,1998,JACKS,FLORIDA POMPANO,315797,45.1,140912,43.4,63917,43.4
FINAL,1998,JACKS,GREATER AMBERJACK,3084,34.8,84655,38.7,38399,38.7
FINAL,1998,JACKS,OTHER JACKS,178,81.9,1135,81.8,515,81.8
FINAL,1998,MULLETS,MULLETS,18609,66.3,13586,66.5,6163,66.5
FINAL,1998,OTHER FISHES,OTHER FISHES,36676,40.5,135601,34.2,61508,34.2
FINAL,1998,PORGIES,OTHER PORGIES,6214,55.4,7045,49.9,3195,49.9
FINAL,1998,PORGIES,PINFISHES,788801,17.5,226065,16.4,102542,16.4
FINAL,1998,PORGIES,RED PORGY,21911,51.9,28410,49.6,12887,49.6
FINAL,1998,PORGIES,SCUP,5152,62.3,5366,63.4,2434,63.4
FINAL,1998,PORGIES,SHEEPSHEAD,151473,21.2,209825,23,95176,23
FINAL,1998,PUFFERS,PUFFERS,178584,42.1,62149,32.1,28191,32.1
FINAL,1998,SEA BASSES,BLACK SEA BASS,229050,24.5,180338,21,81801,21
FINAL,1998,SEA BASSES,EPINEPHELUS GROUPERS,757,48.2,3052,47.5,1384,47.5
FINAL,1998,SEA BASSES,MYCTEROPERCA GROUPERS,5795,50.7,57575,59.6,26116,59.6
FINAL,1998,SEA BASSES,OTHER SEA BASSES,844,77.3,335,72,152,72
FINAL,1998,SEAROBINS,SEAROBINS,53,93.7,13,93.7,6,93.7
FINAL,1998,SNAPPERS,OTHER SNAPPERS,1101,94,111,96.8,51,96.8
FINAL,1998,SNAPPERS,RED SNAPPER,1737,102,3572,102,1620,102
FINAL,1998,SNAPPERS,VERMILION SNAPPER,6792,56.7,5894,55.2,2674,55.2
FINAL,1998,TEMPERATE BASSES,STRIPED BASS,175609,26.7,1269548,21.4,575863,21.4
FINAL,1998,TEMPERATE BASSES,WHITE PERCH,6437,100.1,1659,100.1,752,100.1
FINAL,1998,TOADFISHES,TOADFISHES,8528,97.8,7131,98.9,3234,98.9
FINAL,1998,TRIGGERFISHES/FILEFISHES,TRIGGERFISHES/FILEFISHES,10786,54.9,25188,55.1,11425,55.1
FINAL,1998,TUNAS AND MACKERELS,ATLANTIC MACKEREL,585,89.7,698,89.7,317,89.7
FINAL,1998,TUNAS AND MACKERELS,KING MACKEREL,112383,17.5,1163739,18.2,527868,18.2
FINAL,1998,TUNAS AND MACKERELS,LITTLE TUNNY/ATLANTIC BONITO,25206,23.8,200844,25.2,91102,25.2
FINAL,1998,TUNAS AND MACKERELS,OTHER TUNAS/MACKERELS,119470,15.9,2807734,16.1,1273580,16.1
FINAL,1998,TUNAS AND MACKERELS,SPANISH MACKEREL,374804,13.8,488951,13.4,221787,13.4
FINAL,1998,WRASSES,TAUTOG,17145,51.7,44892,72.8,20363,72.8
FINAL,1999,BARRACUDAS,BARRACUDAS,1457,56.6,30464,58.7,13818,58.7
FINAL,1999,BLUEFISH,BLUEFISH,1774946,14.9,1232827,14.8,559207,14.8
FINAL,1999,CARTILAGINOUS FISHES,DOGFISH SHARKS,9663,89.9,17941,85.7,8138,85.7
FINAL,1999,CARTILAGINOUS FISHES,OTHER SHARKS,4675,37.9,98069,80.9,44484,80.9
FINAL,1999,CARTILAGINOUS FISHES,SKATES/RAYS,3274,66.6,7059,70.9,3202,70.9
FINAL,1999,DOLPHINS,DOLPHINS,395167,17.7,3280273,19.7,1487922,19.7
FINAL,1999,DRUMS,ATLANTIC CROAKER,1042224,16.7,525970,21.1,238579,21.1
FINAL,1999,DRUMS,BLACK DRUM,374245,16.7,561678,18.4,254776,18.4
FINAL,1999,DRUMS,KINGFISHES,1434967,15.6,789734,16.3,358221,16.3
FINAL,1999,DRUMS,OTHER DRUM,33938,41.5,186,100.1,84,100.1
FINAL,1999,DRUMS,RED DRUM,151062,15.1,701002,15.5,317973,15.5
FINAL,1999,DRUMS,SILVER PERCH,246919,35.4,50588,33.2,22946,33.2
FINAL,1999,DRUMS,SPOT,5736185,21.9,2565546,22.5,1163724,22.5
FINAL,1999,DRUMS,SPOTTED SEATROUT,1080411,17.6,1878913,21,852270,21
FINAL,1999,DRUMS,WEAKFISH,313427,15.6,420706,17.7,190831,17.7
FINAL,1999,FLOUNDERS,OTHER FLOUNDERS,55396,58.7,0,.,0,.
FINAL,1999,FLOUNDERS,SOUTHERN FLOUNDER,78321,29.5,184969,31.9,83902,31.9
FINAL,1999,FLOUNDERS,SUMMER FLOUNDER,357645,15,466028,16,211389,16
FINAL,1999,GRUNTS,OTHER GRUNTS,44326,93.5,418,79.8,190,79.8
FINAL,1999,GRUNTS,PIGFISH,1215290,29.1,431807,27.6,195866,27.6
FINAL,1999,GRUNTS,WHITE GRUNT,24205,46.4,31252,47.3,14176,47.3
FINAL,1999,HERRINGS,HERRINGS,11297,67.2,6532,73.3,2963,73.3
FINAL,1999,JACKS,BLUE RUNNER,1838,99.3,800,100.5,363,100.5
FINAL,1999,JACKS,CREVALLE JACK,950,99.9,419,99.9,190,99.9
FINAL,1999,JACKS,FLORIDA POMPANO,279252,31.5,118669,35.2,53828,35.2
FINAL,1999,JACKS,GREATER AMBERJACK,1908,69.3,27491,50.3,12470,50.3
FINAL,1999,JACKS,OTHER JACKS,16152,79.5,42761,89.6,19396,89.6
FINAL,1999,MULLETS,MULLETS,17674,57.3,11459,55.7,5198,55.7
FINAL,1999,OTHER FISHES,OTHER FISHES,49209,25.1,165646,45.9,75137,45.9
FINAL,1999,PORGIES,OTHER PORGIES,2152,52.4,2743,54.5,1244,54.5
FINAL,1999,PORGIES,PINFISHES,1794724,28.9,489567,27.1,222066,27.1
FINAL,1999,PORGIES,RED PORGY,9028,55.1,13081,51.9,5933,51.9
FINAL,1999,PORGIES,SHEEPSHEAD,255885,22.3,758153,31.9,343896,31.9
FINAL,1999,PUFFERS,PUFFERS,378559,29,224331,32.3,101756,32.3
FINAL,1999,SEA BASSES,BLACK SEA BASS,119359,25.3,107415,27.9,48723,27.9
FINAL,1999,SEA BASSES,EPINEPHELUS GROUPERS,1714,49.7,9323,52.1,4229,52.1
FINAL,1999,SEA BASSES,MYCTEROPERCA GROUPERS,6027,40,70227,47.4,31855,47.4
FINAL,1999,SEA BASSES,OTHER SEA BASSES,13485,55,3672,81.9,1666,81.9
FINAL,1999,SNAPPERS,RED SNAPPER,2288,48.7,7308,52.3,3315,52.3
FINAL,1999,SNAPPERS,VERMILION SNAPPER,6449,43.5,7669,43.5,3479,43.5
FINAL,1999,TEMPERATE BASSES,STRIPED BASS,191534,40.9,1215056,28.4,551146,28.4
FINAL,1999,TEMPERATE BASSES,WHITE PERCH,9058,101.1,3394,101.1,1540,101.1
FINAL,1999,TRIGGERFISHES/FILEFISHES,TRIGGERFISHES/FILEFISHES,13045,45.1,27929,40.6,12668,40.6
FINAL,1999,TUNAS AND MACKERELS,ATLANTIC MACKEREL,1011,100.3,1226,100.3,556,100.3
FINAL,1999,TUNAS AND MACKERELS,KING MACKEREL,104483,18.6,1034465,19.5,469230,19.5
FINAL,1999,TUNAS AND MACKERELS,LITTLE TUNNY/ATLANTIC BONITO,15895,26.2,90008,25.3,40827,25.3
FINAL,1999,TUNAS AND MACKERELS,OTHER TUNAS/MACKERELS,216172,13.6,5254573,13.8,2383459,13.8
FINAL,1999,TUNAS AND MACKERELS,SPANISH MACKEREL,891001,14.7,1035943,16.6,469901,16.6
FINAL,1999,WRASSES,TAUTOG,9450,49.8,20312,65.9,9214,65.9
FINAL,2000,BARRACUDAS,BARRACUDAS,423,54.6,6597,60.6,2993,60.6
FINAL,2000,BLUEFISH,BLUEFISH,2325583,10.7,1721367,10.7,780807,10.7
FINAL,2000,CARTILAGINOUS FISHES,DOGFISH SHARKS,1151,88.2,9693,87.6,4397,87.6
FINAL,2000,CARTILAGINOUS FISHES,OTHER SHARKS,9496,30.8,77675,42.2,35233,42.2
FINAL,2000,CARTILAGINOUS FISHES,SKATES/RAYS,2656,78,0,.,0,.
FINAL,2000,DOLPHINS,DOLPHINS,516491,15.6,4631849,16.5,2100993,16.5
FINAL,2000,DRUMS,ATLANTIC CROAKER,860246,14.5,394037,14.8,178734,14.8
FINAL,2000,DRUMS,BLACK DRUM,293983,30.1,685687,35.6,311026,35.6
FINAL,2000,DRUMS,KINGFISHES,2650504,14,1617615,16.2,733745,16.2
FINAL,2000,DRUMS,OTHER DRUM,40015,52.1,2243,99.6,1018,99.6
FINAL,2000,DRUMS,RED DRUM,127165,16.1,655251,16.9,297220,16.9
FINAL,2000,DRUMS,SILVER PERCH,176755,55.2,39011,51.7,17695,51.7
FINAL,2000,DRUMS,SPOT,6121384,31.6,2598813,31.4,1178814,31.4
FINAL,2000,DRUMS,SPOTTED SEATROUT,728906,21.9,1095729,22.3,497019,22.3
FINAL,2000,DRUMS,WEAKFISH,147397,19.2,179599,20.1,81465,20.1
FINAL,2000,FLOUNDERS,GULF FLOUNDER,10274,48.2,23085,57.9,10471,57.9
FINAL,2000,FLOUNDERS,OTHER FLOUNDERS,90163,35.6,0,.,0,.
FINAL,2000,FLOUNDERS,SOUTHERN FLOUNDER,326712,28,607053,24.3,275357,24.3
FINAL,2000,FLOUNDERS,SUMMER FLOUNDER,611081,13.2,780211,13,353901,13
FINAL,2000,GRUNTS,OTHER GRUNTS,4364,85.7,233,95.5,106,95.5
FINAL,2000,GRUNTS,PIGFISH,1381170,42.3,638461,42.7,289604,42.7
FINAL,2000,GRUNTS,WHITE GRUNT,10024,84.3,9287,85.2,4213,85.2
FINAL,2000,HERRINGS,HERRINGS,105788,53.4,36177,53.6,16410,53.6
FINAL,2000,JACKS,BLUE RUNNER,1034,102.3,8773,102.3,3979,102.3
FINAL,2000,JACKS,CREVALLE JACK,14453,92.3,402983,100.7,182792,100.7
FINAL,2000,JACKS,FLORIDA POMPANO,917597,21.7,248162,22.5,112566,22.5
FINAL,2000,JACKS,GREATER AMBERJACK,6214,42.2,136075,43.7,61723,43.7
FINAL,2000,JACKS,OTHER JACKS,9708,85.6,792,72.9,359,72.9
FINAL,2000,MULLETS,MULLETS,621134,40.3,188123,83,85332,83
FINAL,2000,OTHER FISHES,OTHER FISHES,118769,28.2,166907,32.5,75708,32.5
FINAL,2000,PORGIES,OTHER PORGIES,23174,55,27479,56,12464,56
FINAL,2000,PORGIES,PINFISHES,1571553,23.3,539243,24.5,244599,24.5
FINAL,2000,PORGIES,RED PORGY,6944,94.9,12276,95.1,5569,95.1
FINAL,2000,PORGIES,SCUP,165,102,169,102,76,102
FINAL,2000,PORGIES,SHEEPSHEAD,355192,21,780622,20.6,354088,20.6
FINAL,2000,PUFFERS,PUFFERS,394189,20.1,214219,23.8,97169,23.8
FINAL,2000,SEA BASSES,BLACK SEA BASS,327651,30.9,386856,39.6,175477,39.6
FINAL,2000,SEA BASSES,EPINEPHELUS GROUPERS,2795,49.6,21792,50.3,9885,50.3
FINAL,2000,SEA BASSES,MYCTEROPERCA GROUPERS,4503,56.3,30367,56.8,13774,56.8
FINAL,2000,SEA BASSES,OTHER SEA BASSES,683,95.5,304,95.5,138,95.5
FINAL,2000,SNAPPERS,RED SNAPPER,1151,55.8,6416,59,2910,59
FINAL,2000,SNAPPERS,VERMILION SNAPPER,10265,46.7,16878,47.2,7656,47.2
FINAL,2000,TEMPERATE BASSES,STRIPED BASS,81955,25.5,615430,25.2,279157,25.2
FINAL,2000,TEMPERATE BASSES,WHITE PERCH,6000,101.4,2474,101.4,1122,101.4
FINAL,2000,TRIGGERFISHES/FILEFISHES,TRIGGERFISHES/FILEFISHES,13609,39.7,26184,40.8,11877,40.8
FINAL,2000,TUNAS AND MACKERELS,KING MACKEREL,196979,20.8,2250512,17.9,1020825,17.9
FINAL,2000,TUNAS AND MACKERELS,LITTLE TUNNY/ATLANTIC BONITO,13931,28.9,85778,27.4,38909,27.4
FINAL,2000,TUNAS AND MACKERELS,OTHER TUNAS/MACKERELS,218354,15.6,6418957,15.9,2911620,15.9
FINAL,2000,TUNAS AND MACKERELS,SPANISH MACKEREL,1102777,17.7,1175351,19.3,533136,19.3
FINAL,2000,WRASSES,TAUTOG,21359,42.7,34021,34.5,15432,34.5
FINAL,2001,BARRACUDAS,BARRACUDAS,6214,42.8,82942,42.9,37622,42.9
FINAL,2001,BLUEFISH,BLUEFISH,3410135,11.3,3048743,11.3,1382901,11.3
FINAL,2001,CARTILAGINOUS FISHES,DOGFISH SHARKS,6843,99.8,5374,99.8,2438,99.8
FINAL,2001,CARTILAGINOUS FISHES,OTHER SHARKS,8377,33.6,86224,28,39111,28
FINAL,2001,CARTILAGINOUS FISHES,SKATES/RAYS,6275,80.9,2683,99.2,1217,99.2
FINAL,2001,DOLPHINS,DOLPHINS,344865,17.2,4669172,20.7,2117923,20.7
FINAL,2001,DRUMS,ATLANTIC CROAKER,1285029,15.7,647119,15.1,293531,15.1
FINAL,2001,DRUMS,BLACK DRUM,400983,29.5,446202,24.8,202396,24.8
FINAL,2001,DRUMS,KINGFISHES,2425320,15.9,1201392,16.9,544948,16.9
FINAL,2001,DRUMS,OTHER DRUM,28902,60.8,0,.,0,.
FINAL,2001,DRUMS,RED DRUM,57929,18.1,290901,18.6,131952,18.6
FINAL,2001,DRUMS,SILVER PERCH,51060,40.1,14117,41,6403,41
FINAL,2001,DRUMS,SPOT,10043845,15.1,4519545,15.9,2050052,15.9
FINAL,2001,DRUMS,SPOTTED SEATROUT,499556,16.7,659893,18,299325,18
FINAL,2001,DRUMS,WEAKFISH,317974,19,325447,20.1,147622,20.1
FINAL,2001,EELS,EELS,4317,89,3003,89,1362,89
FINAL,2001,FLOUNDERS,GULF FLOUNDER,708,100.9,1359,100.9,617,100.9
FINAL,2001,FLOUNDERS,OTHER FLOUNDERS,64519,25.1,0,.,0,.
FINAL,2001,FLOUNDERS,SOUTHERN FLOUNDER,304791,13.5,567568,13.7,257447,13.7
FINAL,2001,FLOUNDERS,SUMMER FLOUNDER,424615,11.2,577139,11.5,261789,11.5
FINAL,2001,GRUNTS,OTHER GRUNTS,2844,70.8,1049,70.5,476,70.5
FINAL,2001,GRUNTS,PIGFISH,975513,27.3,337779,23.5,153216,23.5
FINAL,2001,GRUNTS,WHITE GRUNT,96771,30.5,161692,30.5,73343,30.5
FINAL,2001,HERRINGS,HERRINGS,894437,42.8,295683,45.4,134121,45.4
FINAL,2001,JACKS,CREVALLE JACK,5604,81.1,117298,76.5,53206,76.5
FINAL,2001,JACKS,FLORIDA POMPANO,684843,38.2,236463,39.7,107259,39.7
FINAL,2001,JACKS,GREATER AMBERJACK,4274,31,110990,33.6,50345,33.6
FINAL,2001,JACKS,OTHER JACKS,13417,89.8,14645,48.8,6643,48.8
FINAL,2001,MULLETS,MULLETS,2734116,38.9,2101045,43.1,953028,43.1
FINAL,2001,OTHER FISHES,OTHER FISHES,275783,26.5,227271,26.8,103089,26.8
FINAL,2001,PORGIES,OTHER PORGIES,9165,40.6,15128,44.5,6862,44.5
FINAL,2001,PORGIES,PINFISHES,1230396,23.2,392002,23.3,177811,23.3
FINAL,2001,PORGIES,RED PORGY,18302,34.6,35129,33.8,15934,33.8
FINAL,2001,PORGIES,SCUP,14632,68.9,17231,68.6,7816,68.6
FINAL,2001,PORGIES,SHEEPSHEAD,183781,28.6,654527,30,296891,30
FINAL,2001,PUFFERS,PUFFERS,652193,19.1,398065,21.3,180561,21.3
FINAL,2001,SEA BASSES,BLACK SEA BASS,362563,18.6,410649,19.8,186269,19.8
FINAL,2001,SEA BASSES,EPINEPHELUS GROUPERS,12592,46.2,92902,41.5,42140,41.5
FINAL,2001,SEA BASSES,MYCTEROPERCA GROUPERS,11825,28.5,100595,30.6,45629,30.6
FINAL,2001,SEA BASSES,OTHER SEA BASSES,2019,65.3,377,99.8,171,99.8
FINAL,2001,SNAPPERS,GRAY SNAPPER,1824,101.2,1453,101.2,659,101.2
FINAL,2001,SNAPPERS,RED SNAPPER,3401,53,17514,49.8,7944,49.8
FINAL,2001,SNAPPERS,VERMILION SNAPPER,21740,39.2,34317,39.8,15566,39.8
FINAL,2001,TEMPERATE BASSES,STRIPED BASS,180956,24.6,2113777,31,958803,31
FINAL,2001,TOADFISHES,TOADFISHES,1801,99.8,997,99.8,452,99.8
FINAL,2001,TRIGGERFISHES/FILEFISHES,TRIGGERFISHES/FILEFISHES,37099,54.6,81602,48.2,37015,48.2
FINAL,2001,TUNAS AND MACKERELS,KING MACKEREL,145290,12.8,2046022,16.2,928070,16.2
FINAL,2001,TUNAS AND MACKERELS,LITTLE TUNNY/ATLANTIC BONITO,8702,26,53955,25.1,24474,25.1
FINAL,2001,TUNAS AND MACKERELS,OTHER TUNAS/MACKERELS,206372,14.7,6613368,15.1,2999804,15.1
FINAL,2001,TUNAS AND MACKERELS,SPANISH MACKEREL,942500,25,1155788,24.7,524262,24.7
FINAL,2001,WRASSES,TAUTOG,7702,64,14110,52.2,6400,52.2
FINAL,2002,BARRACUDAS,BARRACUDAS,7887,33.8,88024,32.7,39927,32.7
FINAL,2002,BLUEFISH,BLUEFISH,2484516,12.7,2327789,12.1,1055878,12.1
FINAL,2002,CARTILAGINOUS FISHES,DOGFISH SHARKS,8675,87.3,22922,83.4,10398,83.4
FINAL,2002,CARTILAGINOUS FISHES,OTHER SHARKS,6430,35.5,31221,45.8,14162,45.8
FINAL,2002,CARTILAGINOUS FISHES,SKATES/RAYS,9097,99.3,0,.,0,.
FINAL,2002,CODS AND HAKES,OTHER CODS/HAKES,985,100.3,326,100.3,148,100.3
FINAL,2002,DOLPHINS,DOLPHINS,400736,13.1,4853768,14.6,2201655,14.6
FINAL,2002,DRUMS,ATLANTIC CROAKER,1265031,18.8,651611,17.3,295569,17.3
FINAL,2002,DRUMS,BLACK DRUM,846855,18.5,1791703,20.2,812711,20.2
FINAL,2002,DRUMS,KINGFISHES,1640675,17.7,882453,20.4,400278,20.4
FINAL,2002,DRUMS,OTHER DRUM,10903,74.8,1395,99,633,99
FINAL,2002,DRUMS,RED DRUM,127559,19.6,571102,21,259050,21
FINAL,2002,DRUMS,SILVER PERCH,73418,51,15470,52.9,7017,52.9
FINAL,2002,DRUMS,SPOT,8456981,21.8,3017466,19.2,1368714,19.2
FINAL,2002,DRUMS,SPOTTED SEATROUT,746908,26.6,957824,23.2,434466,23.2
FINAL,2002,DRUMS,WEAKFISH,214040,21.8,215402,23.8,97706,23.8
FINAL,2002,FLOUNDERS,GULF FLOUNDER,6857,83.2,26637,86.9,12083,86.9
FINAL,2002,FLOUNDERS,OTHER FLOUNDERS,51969,27.6,0,.,0,.
FINAL,2002,FLOUNDERS,SOUTHERN FLOUNDER,366671,13.6,789539,15,358133,15
FINAL,2002,FLOUNDERS,SUMMER FLOUNDER,366467,14.4,435113,14.1,197366,14.1
FINAL,2002,GRUNTS,OTHER GRUNTS,18305,69.9,0,.,0,.
FINAL,2002,GRUNTS,PIGFISH,1039007,32.8,361066,39.5,163779,39.5
FINAL,2002,GRUNTS,WHITE GRUNT,167107,29.8,337495,31.5,153087,31.5
FINAL,2002,HERRINGS,HERRINGS,878691,25.6,261392,26.6,118567,26.6
FINAL,2002,JACKS,BLUE RUNNER,2977,71.4,3616,66.5,1640,66.5
FINAL,2002,JACKS,CREVALLE JACK,2299,95,3861,82.2,1751,82.2
FINAL,2002,JACKS,FLORIDA POMPANO,824902,40.3,540521,44.8,245179,44.8
FINAL,2002,JACKS,GREATER AMBERJACK,5733,32,137296,33.3,62277,33.3
FINAL,2002,JACKS,OTHER JACKS,64320,87.3,14897,48.5,6757,48.5
FINAL,2002,MULLETS,MULLETS,9148623,20,1871535,24.2,848923,24.2
FINAL,2002,OTHER FISHES,OTHER FISHES,336794,28.9,355528,49.2,161266,49.2
FINAL,2002,PORGIES,OTHER PORGIES,7174,44,15307,47,6943,47
FINAL,2002,PORGIES,PINFISHES,968166,20,231646,19,105074,19
FINAL,2002,PORGIES,RED PORGY,26146,32.4,68445,37.7,31047,37.7
FINAL,2002,PORGIES,SCUP,420,98.8,605,98.8,275,98.8
FINAL,2002,PORGIES,SHEEPSHEAD,181197,23.2,781567,25,354516,25
FINAL,2002,PUFFERS,PUFFERS,747875,30.6,388883,35.2,176396,35.2
FINAL,2002,SEA BASSES,BLACK SEA BASS,153335,22.6,202496,21.2,91852,21.2
FINAL,2002,SEA BASSES,EPINEPHELUS GROUPERS,12909,29.5,107069,31.9,48566,31.9
FINAL,2002,SEA BASSES,MYCTEROPERCA GROUPERS,26319,29,238224,32.9,108058,32.9
FINAL,2002,SEA BASSES,OTHER SEA BASSES,6301,61.2,3516,66.5,1595,66.5
FINAL,2002,SEAROBINS,SEAROBINS,4434,78.4,0,.,0,.
FINAL,2002,SNAPPERS,RED SNAPPER,4672,46.3,41829,45.7,18974,45.7
FINAL,2002,SNAPPERS,VERMILION SNAPPER,63843,39.6,101766,36.4,46161,36.4
FINAL,2002,SNAPPERS,YELLOWTAIL SNAPPER,143,99.6,191,99.6,86,99.6
FINAL,2002,TEMPERATE BASSES,STRIPED BASS,150825,27.3,1458926,21.1,661764,21.1
FINAL,2002,TEMPERATE BASSES,WHITE PERCH,734,100.8,0,.,0,.
FINAL,2002,TRIGGERFISHES/FILEFISHES,TRIGGERFISHES/FILEFISHES,19112,24.6,54879,27.4,24893,27.4
FINAL,2002,TUNAS AND MACKERELS,KING MACKEREL,104631,40.7,1242058,42.4,563394,42.4
FINAL,2002,TUNAS AND MACKERELS,LITTLE TUNNY/ATLANTIC BONITO,13717,33.5,61385,33.6,27844,33.6
FINAL,2002,TUNAS AND MACKERELS,OTHER TUNAS/MACKERELS,222720,20.3,4738534,19.2,2149385,19.2
FINAL,2002,TUNAS AND MACKERELS,SPANISH MACKEREL,787125,17.1,987238,16.1,447808,16.1
FINAL,2002,WRASSES,OTHER WRASSES,1934,100,11499,100,5216,100
FINAL,2002,WRASSES,TAUTOG,6812,66.3,14331,64.7,6501,64.7
FINAL,2003,BARRACUDAS,BARRACUDAS,6562,34.1,90668,41.3,41127,41.3
FINAL,2003,BLUEFISH,BLUEFISH,2161780,11.2,1843018,11.3,835987,11.3
FINAL,2003,CARTILAGINOUS FISHES,DOGFISH SHARKS,3105,88.8,2958,98.3,1342,98.3
